FacilityID,UnitID,Unit Count,Classification,Design Capacity (mmBtu/hr),Capacity_Numeric,Size Category,Op Hours Per Year,Limited Use?,Combustor Design (Reconsideration),Low NOx Burners?,Fuel Category for Unit,Total Control,Total Control on Unit,Are total controls same?,HCl Control Group,Hg Control Group,PM Control Group,Metals Control Group,Unit O2%,Temperature,Percent Moisture,Exhaust Flowrate (ACFM),Exhaust Flowrate (DSCFM),NAICS,NAICS Category,Industrial/Commercial,Metals Furnace?,Continental?,Unit Has SCR?,Unit Has Wet Scrubber?,Unit Has Dry Scrubber?,Unit Has Venturi Scrubber?,Coal Type,100% Biomass?,100% NG/RFG?,Liq Unit Can Routinely Burn NG?,From Source,Change Code,Reason for Change,Added Since Final Rule?
CAValeroBeniciaAsphaltPlant,S-20,1,Boiler,14.7,14.7,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4546.925063,2477.376646,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroBeniciaAsphaltPlant,S-21,1,Boiler,14.7,14.7,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4546.925063,2477.376646,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroBeniciaAsphaltPlant,S-24,1,Process Heater,9,9,5 to <10,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,2783.831671,1516.761212,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroBeniciaAsphaltPlant,S-34,1,Process Heater,5.9,5.9,5 to <10,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1824.956318,994.3212387,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAShellMartinezRefinery,S-1514,1,Boiler,409,409,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,126509.6837,68928.37062,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAShellMartinezRefinery,S-1800,1,Boiler,224,224,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,69286.47714,37750.50127,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAShellMartinezRefinery,S1492 Reboiler,1,Boiler,104,104,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,32168.72153,17527.01845,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4169 Reboiler,1,Boiler,260,260,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,80421.80383,43817.54611,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4171 Combustion Furnace,1,Process Heater,820,820,>250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,253637.9967,138193.7993,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4188 Combustion Furnace,1,Process heater,27,27,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,8351.495013,4550.283635,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4189 Combustion Furnace,1,Process Heater,15,15,10 to 30,8176,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4639.719452,2527.935353,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4330 Combustion Furnace,1,Process Heater,13.7,13.7,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4237.610432,2308.847622,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4331 Combustion Furnace,1,Process Heater,20.9,20.9,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,6464.675769,3522.256591,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4332 Combustion Furnace,1,Process Heater,7.308333333,7.308333333,5 to <10,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,2260.574422,1231.66628,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4166 Combustion Furnace,1,Process Heater,68,68,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21033.39485,11459.9736,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAChevronProductsRichmond,S4168 Combustion Furnace,1,Process Heater,331,331,>250,7304.410876,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,102383.1426,55783.10678,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAParamountPetrParamount,D776,1,Process Heater,1.5,1.5,<5,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,463.9719452,252.7935353,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAParamountPetrParamount,D373,1,Boiler,44.5,44.5,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,13764.50104,7499.541546,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAParamountPetrParamount,D374,1,Boiler,44.5,44.5,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,13764.50104,7499.541546,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D90,1,Process Heater,127.2,127.2,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,39344.82095,21436.89179,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D91,1,Process Heater,44,44,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,13609.84372,7415.277035,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D120,1,Process Heater,45,45,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,13919.15835,7583.806058,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D146,1,Process Heater,69,69,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21342.70948,11628.50262,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D157,1,Process Heater,48.6,48.6,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,15032.69102,8190.510543,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D158,1,Process Heater,203.8,203.8,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,63038.32162,34346.21499,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D770,1,Process Heater,63.2,63.2,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,19548.68462,10651.03429,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D194,1,Process Heater,81,81,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,25054.48504,13650.8509,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D196,1,Process Heater,76.8,76.8,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,23755.36359,12943.02901,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D218,1,Process Heater,60,60,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,18558.87781,10111.74141,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D216,1,Process Heater,31.4,31.4,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,9712.479385,5291.811338,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D217,1,Process Heater,31.4,31.4,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,9712.479385,5291.811338,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D214,1,Process Heater,55.8,55.8,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,17259.75636,9403.919512,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D215,1,Process Heater,36.1,36.1,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,11166.25815,6083.897749,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D247,1,Process Heater,82.2,82.2,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,25425.66259,13853.08573,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D248,1,Process Heater,49.9,49.9,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,15434.80004,8409.598273,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D249,1,Process Heater,28.5,28.5,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,8815.466958,4803.07717,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D250,1,Process Heater,35,35,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,10826.01205,5898.515823,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D251,1,Process Heater,69,69,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,21342.70948,11628.50262,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CATesoroWilmington,D777 Combustion Furnace,1,Process Heater,145.97,145.97,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,45150.65656,24600.18156,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroWilmingtonAsphaltPlant,D63,1,Boiler,14.65,14.65,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4531.459331,2468.950194,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
CAValeroWilmingtonAsphaltPlant,D64,1,Boiler,14.65,14.65,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,4531.459331,2468.950194,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,CA Title V Permit,A,8/9/10 - Additional combustion units from CA refineries,No
TXRGVSG,Boiler No. 6,1,Boiler,643,643,>250,8760,No,Suspension/Grate,False,Bagasse,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,6.464269508,400,8.416233325,286830.8069,161279.7224,311,Sugar Industry,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,A,"9/9/10 - FL Sugar Industry submitted MACT floor analysis for a proposed bagasse subcategory, which included data for a new facility and new unit",No
ALK-CMobile,Bark Boiler #7,1,Boiler,750,750,>250,8760,No,Stoker/SlopedGrate/Other,False,Coal,Venturi Scrubber,Venturi Scrubber,YES,4,5,3,3,4.634017569,400,5.368456739,298418.836,173379.452,322,AF&PA Members,Industrial,no,Continental,No,No,No,Yes,Bituminous,N/A,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
ALP&WAlabamaRiver,Power Boiler #2,1,Boiler,190,190,100 to 250,8760,No,Stoker/SlopedGrate/Other,False,Wet Biomass,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.464269508,400,8.416233325,84755.60391,47656.52762,322,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,AF&PA Comments,A,9/21/10 - AF&PA cost analysis had additional units not already in database,No
